28843	1	16	N		개인1	1	2	3	개인|개인연락처^	[직급] 사원
28843	3533	13168	P		ADDR13159					
28843	3534	1331	D		ADDR1316					
28843	3535	13169	P		ADDR13160					
28843	3536	13170	P		ADDR13161					
28843	3537	13171	P		ADDR13162					
28843	3538	13172	P		ADDR13163					
28843	3539	13173	P		ADDR13164					
28843	3540	13174	P		ADDR13165					
28843	3541	13175	P		ADDR13166					
28843	3542	13176	P		ADDR13167					
28843	3543	13177	P		ADDR13168					
28843	3544	13178	P		ADDR13169					
28843	3545	1332	D		ADDR1317					
28843	3546	13179	P		ADDR13170					
28843	3547	13180	P		ADDR13171					
28843	3548	13181	P		ADDR13172					
28843	3549	13182	P		ADDR13173					
28843	3550	13183	P		ADDR13174					
28843	3551	13184	P		ADDR13175					
28843	3552	13185	P		ADDR13176					
28843	3553	13186	P		ADDR13177					
28843	3554	13187	P		ADDR13178					
28843	3555	13188	P		ADDR13179					
28843	3556	1333	D		ADDR1318					
28843	3557	13189	P		ADDR13180					
28843	3558	13190	P		ADDR13181					
28843	3559	13191	P		ADDR13182					
28843	3560	13192	P		ADDR13183					
28843	3561	13193	P		ADDR13184					
28843	3562	13194	P		ADDR13185					
28843	3563	13195	P		ADDR13186					
28843	3564	13196	P		ADDR13187					
28843	3565	13197	P		ADDR13188					
28843	3566	13198	P		ADDR13189					
28843	3567	1334	D		ADDR1319					
28843	3568	13199	P		ADDR13190					
28843	3569	13200	P		ADDR13191					
28843	3570	13201	P		ADDR13192					
28843	3571	13202	P		ADDR13193					
28843	3572	13203	P		ADDR13194					
28843	3573	13204	P		ADDR13195					
28843	3574	13205	P		ADDR13196					
28843	3575	13206	P		ADDR13197					
28843	3576	13207	P		ADDR13198					
28843	3577	13208	P		ADDR13199					
28843	3578	147	D		ADDR132					
28843	3579	1335	D		ADDR1320					
28843	3580	13209	P		ADDR13200					
28843	3581	13210	P		ADDR13201					
28843	3582	13211	P		ADDR13202					
28843	3583	13212	P		ADDR13203					
28843	3584	13213	P		ADDR13204					
28843	3585	13214	P		ADDR13205					
28843	3586	13215	P		ADDR13206					
28843	3587	13216	P		ADDR13207					
28843	3588	13217	P		ADDR13208					
28843	3589	13218	P		ADDR13209					
28843	3590	1336	D		ADDR1321					
28843	3591	13219	P		ADDR13210					
28843	3592	13220	P		ADDR13211					
28843	3593	13221	P		ADDR13212					
28843	3594	13222	P		ADDR13213					
28843	3595	13223	P		ADDR13214					
28843	3596	13224	P		ADDR13215					
28843	3597	13225	P		ADDR13216					
28843	3598	13226	P		ADDR13217					
28843	3599	13227	P		ADDR13218					
28843	3600	13228	P		ADDR13219					
28843	3601	1337	D		ADDR1322					
28843	3602	13229	P		ADDR13220					
28843	3603	13230	P		ADDR13221					
28843	3604	13231	P		ADDR13222					
28843	3605	13232	P		ADDR13223					
28843	3606	13233	P		ADDR13224					
28843	3607	13234	P		ADDR13225					
28843	3608	13235	P		ADDR13226					
28843	3609	13236	P		ADDR13227					
28843	3610	13237	P		ADDR13228					
28843	3611	13238	P		ADDR13229					
28843	3612	1338	D		ADDR1323					
28843	3613	13239	P		ADDR13230					
28843	3614	13240	P		ADDR13231					
28843	3615	13241	P		ADDR13232					
28843	3616	13242	P		ADDR13233					
28843	3617	13243	P		ADDR13234					
28843	3618	13244	P		ADDR13235					
28843	3619	13245	P		ADDR13236					
28843	3620	13246	P		ADDR13237					
28843	3621	13247	P		ADDR13238					
28843	3622	13248	P		ADDR13239					
28843	3623	1339	D		ADDR1324					
28843	3624	13249	P		ADDR13240					
28843	3625	13250	P		ADDR13241					
28843	3626	13251	P		ADDR13242					
28843	3627	13252	P		ADDR13243					
28843	3628	13253	P		ADDR13244					
28843	3629	13254	P		ADDR13245					
28843	3630	13255	P		ADDR13246					
28843	3631	13256	P		ADDR13247					
28843	3632	13257	P		ADDR13248					
28843	3633	13258	P		ADDR13249					
28843	3634	1340	D		ADDR1325					
28843	3635	13259	P		ADDR13250					
28843	3636	13260	P		ADDR13251					
28843	3637	13261	P		ADDR13252					
28843	3638	13262	P		ADDR13253					
28843	3639	13263	P		ADDR13254					
28843	3640	13264	P		ADDR13255					
28843	3641	13265	P		ADDR13256					
28843	3642	13266	P		ADDR13257					
28843	3643	13267	P		ADDR13258					
28843	3644	13268	P		ADDR13259					
28843	3645	1341	D		ADDR1326					
28843	3646	13269	P		ADDR13260					
28843	3647	13270	P		ADDR13261					
28843	3648	13271	P		ADDR13262					
28843	3649	13272	P		ADDR13263					
28843	3650	13273	P		ADDR13264					
28843	3651	13274	P		ADDR13265					
28843	3652	13275	P		ADDR13266					
28843	3653	13276	P		ADDR13267					
28843	3654	13277	P		ADDR13268					
28843	3655	13278	P		ADDR13269					
28843	3656	1342	D		ADDR1327					
28843	3657	13279	P		ADDR13270					
28843	3658	13280	P		ADDR13271					
28843	3659	13281	P		ADDR13272					
28843	3660	13282	P		ADDR13273					
28843	3661	13283	P		ADDR13274					
28843	3662	13284	P		ADDR13275					
28843	3663	13285	P		ADDR13276					
28843	3664	13286	P		ADDR13277					
28843	3665	13287	P		ADDR13278					
28843	3666	13288	P		ADDR13279					
28843	3667	1343	D		ADDR1328					
28843	3668	13289	P		ADDR13280					
28843	3669	13290	P		ADDR13281					
28843	3670	13291	P		ADDR13282					
28843	3671	13292	P		ADDR13283					
28843	3672	13293	P		ADDR13284					
28843	3673	13294	P		ADDR13285					
28843	3674	13295	P		ADDR13286					
28843	3675	13296	P		ADDR13287					
28843	3676	13297	P		ADDR13288					
28843	3677	13298	P		ADDR13289					
28843	3678	1344	D		ADDR1329					
28843	3679	13299	P		ADDR13290					
28843	3680	13300	P		ADDR13291					
28843	3681	13301	P		ADDR13292					
28843	3682	13302	P		ADDR13293					
28843	3683	13303	P		ADDR13294					
28843	3684	13304	P		ADDR13295					
28843	3685	13305	P		ADDR13296					
28843	3686	13306	P		ADDR13297					
28843	3687	13307	P		ADDR13298					
28843	3688	13308	P		ADDR13299					
28843	3689	148	D		ADDR133					
28843	3690	1345	D		ADDR1330					
28843	3691	13309	P		ADDR13300					
28843	3692	13310	P		ADDR13301					
28843	3693	13311	P		ADDR13302					
28843	3694	13312	P		ADDR13303					
28843	3695	13313	P		ADDR13304					
28843	3696	13314	P		ADDR13305					
28843	3697	13315	P		ADDR13306					
28843	3698	13316	P		ADDR13307					
28843	3699	13317	P		ADDR13308					
28843	3700	13318	P		ADDR13309					
28843	3701	1346	D		ADDR1331					
28843	3702	13319	P		ADDR13310					
28843	3703	13320	P		ADDR13311					
28843	3704	13321	P		ADDR13312					
28843	3705	13322	P		ADDR13313					
28843	3706	13323	P		ADDR13314					
28843	3707	13324	P		ADDR13315					
28843	3708	13325	P		ADDR13316					
28843	3709	13326	P		ADDR13317					
28843	3710	13327	P		ADDR13318					
28843	3711	13328	P		ADDR13319					
28843	3712	1347	D		ADDR1332					
28843	3713	13329	P		ADDR13320					
28843	3714	13330	P		ADDR13321					
28843	3715	13331	P		ADDR13322					
28843	3716	13332	P		ADDR13323					
28843	3717	13333	P		ADDR13324					
28843	3718	13334	P		ADDR13325					
28843	3719	13335	P		ADDR13326					
28843	3720	13336	P		ADDR13327					
28843	3721	13337	P		ADDR13328					
28843	3722	13338	P		ADDR13329					
28843	3723	1348	D		ADDR1333					
28843	3724	13339	P		ADDR13330					
28843	3725	13340	P		ADDR13331					
28843	3726	13341	P		ADDR13332					
28843	3727	13342	P		ADDR13333					
28843	3728	13343	P		ADDR13334					
28843	3729	13344	P		ADDR13335					
28843	3730	13345	P		ADDR13336					
28843	3731	13346	P		ADDR13337					
28843	3732	13347	P		ADDR13338					
28843	3733	13348	P		ADDR13339					
28843	3734	1349	D		ADDR1334					
28843	3735	13349	P		ADDR13340					
28843	3736	13350	P		ADDR13341					
28843	3737	13351	P		ADDR13342					
28843	3738	13352	P		ADDR13343					
28843	3739	13353	P		ADDR13344					
28843	3740	13354	P		ADDR13345					
28843	3741	13355	P		ADDR13346					
28843	3742	13356	P		ADDR13347					
28843	3743	13357	P		ADDR13348					
28843	3744	13358	P		ADDR13349					
28843	3745	1350	D		ADDR1335					
28843	3746	13359	P		ADDR13350					
28843	3747	13360	P		ADDR13351					
28843	3748	13361	P		ADDR13352					
28843	3749	13362	P		ADDR13353					
28843	3750	13363	P		ADDR13354					
28843	3751	13364	P		ADDR13355					
28843	3752	13365	P		ADDR13356					
28843	3753	13366	P		ADDR13357					
28843	3754	13367	P		ADDR13358					
28843	3755	13368	P		ADDR13359					
28843	3756	1351	D		ADDR1336					
28843	3757	13369	P		ADDR13360					
28843	3758	13370	P		ADDR13361					
28843	3759	13371	P		ADDR13362					
28843	3760	13372	P		ADDR13363					
28843	3761	13373	P		ADDR13364					
28843	3762	13374	P		ADDR13365					
28843	3763	13375	P		ADDR13366					
28843	3764	13376	P		ADDR13367					
28843	3765	13377	P		ADDR13368					
28843	3766	13378	P		ADDR13369					
28843	3767	1352	D		ADDR1337					
28843	3768	13379	P		ADDR13370					
28843	3769	13380	P		ADDR13371					
28843	3770	13381	P		ADDR13372					
28843	3771	13382	P		ADDR13373					
28843	3772	13383	P		ADDR13374					
28843	3773	13384	P		ADDR13375					
28843	3774	13385	P		ADDR13376					
28843	3775	13386	P		ADDR13377					
28843	3776	13387	P		ADDR13378					
28843	3777	13388	P		ADDR13379					
28843	3778	1353	D		ADDR1338					
28843	3779	13389	P		ADDR13380					
28843	3780	13390	P		ADDR13381					
28843	3781	13391	P		ADDR13382					
28843	3782	13392	P		ADDR13383					
28843	3783	13393	P		ADDR13384					
28843	3784	13394	P		ADDR13385					
28843	3785	13395	P		ADDR13386					
28843	3786	13396	P		ADDR13387					
28843	3787	13397	P		ADDR13388					
28843	3788	13398	P		ADDR13389					
28843	3789	1354	D		ADDR1339					
28843	3790	13399	P		ADDR13390					
28843	3791	13400	P		ADDR13391					
28843	3792	13401	P		ADDR13392					
28843	3793	13402	P		ADDR13393					
28843	3794	13403	P		ADDR13394					
28843	3795	13404	P		ADDR13395					
28843	3796	13405	P		ADDR13396					
28843	3797	13406	P		ADDR13397					
28843	3798	13407	P		ADDR13398					
28843	3799	13408	P		ADDR13399					
28843	3800	149	D		ADDR134					
28843	3801	1355	D		ADDR1340					
28843	3802	13409	P		ADDR13400					
28843	3803	13410	P		ADDR13401					
28843	3804	13411	P		ADDR13402					
28843	3805	13412	P		ADDR13403					
28843	3806	13413	P		ADDR13404					
28843	3807	13414	P		ADDR13405					
28843	3808	13415	P		ADDR13406					
28843	3809	13416	P		ADDR13407					
28843	3810	13417	P		ADDR13408					
28843	3811	13418	P		ADDR13409					
28843	3812	1356	D		ADDR1341					
28843	3813	13419	P		ADDR13410					
28843	3814	13420	P		ADDR13411					
28843	3815	13421	P		ADDR13412					
28843	3816	13422	P		ADDR13413					
28843	3817	13423	P		ADDR13414					
28843	3818	13424	P		ADDR13415					
28843	3819	13425	P		ADDR13416					
28843	3820	13426	P		ADDR13417					
28843	3821	13427	P		ADDR13418					
28843	3822	13428	P		ADDR13419					
28843	3823	1357	D		ADDR1342					
28843	3824	13429	P		ADDR13420					
28843	3825	13430	P		ADDR13421					
28843	3826	13431	P		ADDR13422					
28843	3827	13432	P		ADDR13423					
28843	3828	13433	P		ADDR13424					
28843	3829	13434	P		ADDR13425					
28843	3830	13435	P		ADDR13426					
28843	3831	13436	P		ADDR13427					
28843	3832	13437	P		ADDR13428					
28843	3833	13438	P		ADDR13429					
28843	3834	1358	D		ADDR1343					
28843	3835	13439	P		ADDR13430					
28843	3836	13440	P		ADDR13431					
28843	3837	13441	P		ADDR13432					
28843	3838	13442	P		ADDR13433					
28843	3839	13443	P		ADDR13434					
28843	3840	13444	P		ADDR13435					
28843	3841	13445	P		ADDR13436					
28843	3842	13446	P		ADDR13437					
28843	3843	13447	P		ADDR13438					
28843	3844	13448	P		ADDR13439					
28843	3845	1359	D		ADDR1344					
28843	3846	13449	P		ADDR13440					
28843	3847	13450	P		ADDR13441					
28843	3848	13451	P		ADDR13442					
28843	3849	13452	P		ADDR13443					
28843	3850	13453	P		ADDR13444					
28843	3851	13454	P		ADDR13445					
28843	3852	13455	P		ADDR13446					
28843	3853	13456	P		ADDR13447					
28843	3854	13457	P		ADDR13448					
28843	3855	13458	P		ADDR13449					
28843	3856	1360	D		ADDR1345					
28843	3857	13459	P		ADDR13450					
28843	3858	13460	P		ADDR13451					
28843	3859	13461	P		ADDR13452					
28843	3860	13462	P		ADDR13453					
28843	3861	13463	P		ADDR13454					
28843	3862	13464	P		ADDR13455					
28843	3863	13465	P		ADDR13456					
28843	3864	13466	P		ADDR13457					
28843	3865	13467	P		ADDR13458					
28843	3866	13468	P		ADDR13459					
28843	3867	1361	D		ADDR1346					
28843	3868	13469	P		ADDR13460					
28843	3869	13470	P		ADDR13461					
28843	3870	13471	P		ADDR13462					
28843	3871	13472	P		ADDR13463					
28843	3872	13473	P		ADDR13464					
28843	3873	13474	P		ADDR13465					
28843	3874	13475	P		ADDR13466					
28843	3875	13476	P		ADDR13467					
28843	3876	13477	P		ADDR13468					
28843	3877	13478	P		ADDR13469					
28843	3878	1362	D		ADDR1347					
28843	3879	13479	P		ADDR13470					
28843	3880	13480	P		ADDR13471					
28843	3881	13481	P		ADDR13472					
28843	3882	13482	P		ADDR13473					
28843	3883	13483	P		ADDR13474					
28843	3884	13484	P		ADDR13475					
28843	3885	13485	P		ADDR13476					
28843	3886	13486	P		ADDR13477					
28843	3887	13487	P		ADDR13478					
28843	3888	13488	P		ADDR13479					
28843	3889	1363	D		ADDR1348					
28843	3890	13489	P		ADDR13480					
28843	3891	13490	P		ADDR13481					
28843	3892	13491	P		ADDR13482					
28843	3893	13492	P		ADDR13483					
28843	3894	13493	P		ADDR13484					
28843	3895	13494	P		ADDR13485					
28843	3896	13495	P		ADDR13486					
28843	3897	13496	P		ADDR13487					
28843	3898	13497	P		ADDR13488					
28843	3899	13498	P		ADDR13489					
28843	3900	1364	D		ADDR1349					
28843	3901	13499	P		ADDR13490					
28843	3902	13500	P		ADDR13491					
28843	3903	13501	P		ADDR13492					
28843	3904	13502	P		ADDR13493					
28843	3905	13503	P		ADDR13494					
28843	3906	13504	P		ADDR13495					
28843	3907	13505	P		ADDR13496					
28843	3908	13506	P		ADDR13497					
28843	3909	13507	P		ADDR13498					
28843	3910	13508	P		ADDR13499					
28843	3911	150	D		ADDR135					
28843	3912	1365	D		ADDR1350					
28843	3913	13509	P		ADDR13500					
28843	3914	13510	P		ADDR13501					
28843	3915	13511	P		ADDR13502					
28843	3916	13512	P		ADDR13503					
28843	3917	13513	P		ADDR13504					
28843	3918	13514	P		ADDR13505					
28843	3919	13515	P		ADDR13506					
28843	3920	13516	P		ADDR13507					
28843	3921	13517	P		ADDR13508					
28843	3922	13518	P		ADDR13509					
28843	3923	1366	D		ADDR1351					
28843	3924	13519	P		ADDR13510					
28843	3925	13520	P		ADDR13511					
28843	3926	13521	P		ADDR13512					
28843	3927	13522	P		ADDR13513					
28843	3928	13523	P		ADDR13514					
28843	3929	13524	P		ADDR13515					
28843	3930	13525	P		ADDR13516					
28843	3931	13526	P		ADDR13517					
28843	3932	13527	P		ADDR13518					
28843	3933	13528	P		ADDR13519					
28843	3934	1367	D		ADDR1352					
28843	3935	13529	P		ADDR13520					
28843	3936	13530	P		ADDR13521					
28843	3937	13531	P		ADDR13522					
28843	3938	13532	P		ADDR13523					
28843	3939	13533	P		ADDR13524					
28843	3940	13534	P		ADDR13525					
28843	3941	13535	P		ADDR13526					
28843	3942	13536	P		ADDR13527					
28843	3943	13537	P		ADDR13528					
28843	3944	13538	P		ADDR13529					
28843	3945	1368	D		ADDR1353					
28843	3946	13539	P		ADDR13530					
28843	3947	13540	P		ADDR13531					
28843	3948	13541	P		ADDR13532					
28843	3949	13542	P		ADDR13533					
28843	3950	13543	P		ADDR13534					
28843	3951	13544	P		ADDR13535					
28843	3952	13545	P		ADDR13536					
28843	3953	13546	P		ADDR13537					
28843	3954	13547	P		ADDR13538					
28843	3955	13548	P		ADDR13539					
28843	3956	1369	D		ADDR1354					
28843	3957	13549	P		ADDR13540					
28843	3958	13550	P		ADDR13541					
28843	3959	13551	P		ADDR13542					
28843	3960	13552	P		ADDR13543					
28843	3961	13553	P		ADDR13544					
28843	3962	13554	P		ADDR13545					
28843	3963	13555	P		ADDR13546					
28843	3964	13556	P		ADDR13547					
28843	3965	13557	P		ADDR13548					
28843	3966	13558	P		ADDR13549					
28843	3967	1370	D		ADDR1355					
28843	3968	13559	P		ADDR13550					
28843	3969	13560	P		ADDR13551					
28843	3970	13561	P		ADDR13552					
28843	3971	13562	P		ADDR13553					
28843	3972	13563	P		ADDR13554					
28843	3973	13564	P		ADDR13555					
28843	3974	13565	P		ADDR13556					
28843	3975	13566	P		ADDR13557					
28843	3976	13567	P		ADDR13558					
28843	3977	13568	P		ADDR13559					
28843	3978	1371	D		ADDR1356					
28843	3979	13569	P		ADDR13560					
28843	3980	13570	P		ADDR13561					
28843	3981	13571	P		ADDR13562					
28843	3982	13572	P		ADDR13563					
28843	3983	13573	P		ADDR13564					
28843	3984	13574	P		ADDR13565					
28843	3985	13575	P		ADDR13566					
28843	3986	13576	P		ADDR13567					
28843	3987	13577	P		ADDR13568					
28843	3988	13578	P		ADDR13569					
28843	3989	1372	D		ADDR1357					
28843	3990	13579	P		ADDR13570					
28843	3991	13580	P		ADDR13571					
28843	3992	13581	P		ADDR13572					
28843	3993	13582	P		ADDR13573					
28843	3994	13583	P		ADDR13574					
28843	3995	13584	P		ADDR13575					
28843	3996	13585	P		ADDR13576					
28843	3997	13586	P		ADDR13577					
28843	3998	13587	P		ADDR13578					
28843	3999	13588	P		ADDR13579					
28843	4000	1373	D		ADDR1358					
28843	4001	13589	P		ADDR13580					
28843	4002	13590	P		ADDR13581					
28843	4003	13591	P		ADDR13582					
28843	4004	13592	P		ADDR13583					
28843	4005	13593	P		ADDR13584					
28843	4006	13594	P		ADDR13585					
28843	4007	13595	P		ADDR13586					
28843	4008	13596	P		ADDR13587					
28843	4009	13597	P		ADDR13588					
28843	4010	13598	P		ADDR13589					
28843	4011	1374	D		ADDR1359					
28843	4012	13599	P		ADDR13590					
28843	4013	13600	P		ADDR13591					
28843	4014	13601	P		ADDR13592					
28843	4015	13602	P		ADDR13593					
28843	4016	13603	P		ADDR13594					
28843	4017	13604	P		ADDR13595					
28843	4018	13605	P		ADDR13596					
28843	4019	13606	P		ADDR13597					
28843	4020	13607	P		ADDR13598					
28843	4021	13608	P		ADDR13599					
28843	4022	151	D		ADDR136					
28843	4023	1375	D		ADDR1360					
28843	4024	13609	P		ADDR13600					
28843	4025	13610	P		ADDR13601					
28843	4026	13611	P		ADDR13602					
28843	4027	13612	P		ADDR13603					
28843	4028	13613	P		ADDR13604					
28843	4029	13614	P		ADDR13605					
28843	4030	13615	P		ADDR13606					
28843	4031	13616	P		ADDR13607					
28843	4032	13617	P		ADDR13608					
28843	4033	13618	P		ADDR13609					
28843	4034	1376	D		ADDR1361					
28843	4035	13619	P		ADDR13610					
28843	4036	13620	P		ADDR13611					
28843	4037	13621	P		ADDR13612					
28843	4038	13622	P		ADDR13613					
28843	4039	13623	P		ADDR13614					
28843	4040	13624	P		ADDR13615					
28843	4041	13625	P		ADDR13616					
28843	4042	13626	P		ADDR13617					
28843	4043	13627	P		ADDR13618					
28843	4044	13628	P		ADDR13619					
28843	4045	1377	D		ADDR1362					
28843	4046	13629	P		ADDR13620					
28843	4047	13630	P		ADDR13621					
28843	4048	13631	P		ADDR13622					
28843	4049	13632	P		ADDR13623					
28843	4050	13633	P		ADDR13624					
28843	4051	13634	P		ADDR13625					
28843	4052	13635	P		ADDR13626					
28843	4053	13636	P		ADDR13627					
28843	4054	13637	P		ADDR13628					
28843	4055	13638	P		ADDR13629					
28843	4056	1378	D		ADDR1363					
28843	4057	13639	P		ADDR13630					
28843	4058	13640	P		ADDR13631					
28843	4059	13641	P		ADDR13632					
28843	4060	13642	P		ADDR13633					
28843	4061	13643	P		ADDR13634					
28843	4062	13644	P		ADDR13635					
28843	4063	13645	P		ADDR13636					
28843	4064	13646	P		ADDR13637					
28843	4065	13647	P		ADDR13638					
28843	4066	13648	P		ADDR13639					
28843	4067	1379	D		ADDR1364					
28843	4068	13649	P		ADDR13640					
28843	4069	13650	P		ADDR13641					
28843	4070	13651	P		ADDR13642					
28843	4071	13652	P		ADDR13643					
28843	4072	13653	P		ADDR13644					
28843	4073	13654	P		ADDR13645					
28843	4074	13655	P		ADDR13646					
28843	4075	13656	P		ADDR13647					
28843	4076	13657	P		ADDR13648					
28843	4077	13658	P		ADDR13649					
28843	4078	1380	D		ADDR1365					
28843	4079	13659	P		ADDR13650					
28843	4080	13660	P		ADDR13651					
28843	4081	13661	P		ADDR13652					
28843	4082	13662	P		ADDR13653					
28843	4083	13663	P		ADDR13654					
28843	4084	13664	P		ADDR13655					
28843	4085	13665	P		ADDR13656					
28843	4086	13666	P		ADDR13657					
28843	4087	13667	P		ADDR13658					
28843	4088	13668	P		ADDR13659					
28843	4089	1381	D		ADDR1366					
28843	4090	13669	P		ADDR13660					
28843	4091	13670	P		ADDR13661					
28843	4092	13671	P		ADDR13662					
28843	4093	13672	P		ADDR13663					
28843	4094	13673	P		ADDR13664					
28843	4095	13674	P		ADDR13665					
28843	4096	13675	P		ADDR13666					
28843	4097	13676	P		ADDR13667					
28843	4098	13677	P		ADDR13668					
28843	4099	13678	P		ADDR13669					
28843	4100	1382	D		ADDR1367					
28843	4101	13679	P		ADDR13670					
28843	4102	13680	P		ADDR13671					
28843	4103	13681	P		ADDR13672					
28843	4104	13682	P		ADDR13673					
28843	4105	13683	P		ADDR13674					
28843	4106	13684	P		ADDR13675					
28843	4107	13685	P		ADDR13676					
28843	4108	13686	P		ADDR13677					
28843	4109	13687	P		ADDR13678					
28843	4110	13688	P		ADDR13679					
28843	4111	1383	D		ADDR1368					
28843	4112	13689	P		ADDR13680					
28843	4113	13690	P		ADDR13681					
28843	4114	13691	P		ADDR13682					
28843	4115	13692	P		ADDR13683					
28843	4116	13693	P		ADDR13684					
28843	4117	13694	P		ADDR13685					
28843	4118	13695	P		ADDR13686					
28843	4119	13696	P		ADDR13687					
28843	4120	13697	P		ADDR13688					
28843	4121	13698	P		ADDR13689					
28843	4122	1384	D		ADDR1369					
28843	4123	13699	P		ADDR13690					
28843	4124	13700	P		ADDR13691					
28843	4125	13701	P		ADDR13692					
28843	4126	13702	P		ADDR13693					
28843	4127	13703	P		ADDR13694					
28843	4128	13704	P		ADDR13695					
28843	4129	13705	P		ADDR13696					
28843	4130	13706	P		ADDR13697					
28843	4131	13707	P		ADDR13698					
28843	4132	13708	P		ADDR13699					
28843	4133	152	D		ADDR137					
28843	4134	1385	D		ADDR1370					
28843	4135	13709	P		ADDR13700					
28843	4136	13710	P		ADDR13701					
28843	4137	13711	P		ADDR13702					
28843	4138	13712	P		ADDR13703					
28843	4139	13713	P		ADDR13704					
28843	4140	13714	P		ADDR13705					
28843	4141	13715	P		ADDR13706					
28843	4142	13716	P		ADDR13707					
28843	4143	13717	P		ADDR13708					
28843	4144	13718	P		ADDR13709					
28843	4145	1386	D		ADDR1371					
28843	4146	13719	P		ADDR13710					
28843	4147	13720	P		ADDR13711					
28843	4148	13721	P		ADDR13712					
28843	4149	13722	P		ADDR13713					
28843	4150	13723	P		ADDR13714					
28843	4151	13724	P		ADDR13715					
28843	4152	13725	P		ADDR13716					
28843	4153	13726	P		ADDR13717					
28843	4154	13727	P		ADDR13718					
28843	4155	13728	P		ADDR13719					
28843	4156	1387	D		ADDR1372					
28843	4157	13729	P		ADDR13720					
28843	4158	13730	P		ADDR13721					
28843	4159	13731	P		ADDR13722					
28843	4160	13732	P		ADDR13723					
28843	4161	13733	P		ADDR13724					
28843	4162	13734	P		ADDR13725					
28843	4163	13735	P		ADDR13726					
28843	4164	13736	P		ADDR13727					
28843	4165	13737	P		ADDR13728					
28843	4166	13738	P		ADDR13729					
28843	4167	1388	D		ADDR1373					
28843	4168	13739	P		ADDR13730					
28843	4169	13740	P		ADDR13731					
28843	4170	13741	P		ADDR13732					
28843	4171	13742	P		ADDR13733					
28843	4172	13743	P		ADDR13734					
28843	4173	13744	P		ADDR13735					
28843	4174	13745	P		ADDR13736					
28843	4175	13746	P		ADDR13737					
28843	4176	13747	P		ADDR13738					
28843	4177	13748	P		ADDR13739					
28843	4178	1389	D		ADDR1374					
28843	4179	13749	P		ADDR13740					
28843	4180	13750	P		ADDR13741					
28843	4181	13751	P		ADDR13742					
28843	4182	13752	P		ADDR13743					
28843	4183	13753	P		ADDR13744					
28843	4184	13754	P		ADDR13745					
28843	4185	13755	P		ADDR13746					
28843	4186	13756	P		ADDR13747					
28843	4187	13757	P		ADDR13748					
28843	4188	13758	P		ADDR13749					
28843	4189	1390	D		ADDR1375					
28843	4190	13759	P		ADDR13750					
28843	4191	13760	P		ADDR13751					
28843	4192	13761	P		ADDR13752					
28843	4193	13762	P		ADDR13753					
28843	4194	13763	P		ADDR13754					
28843	4195	13764	P		ADDR13755					
28843	4196	13765	P		ADDR13756					
28843	4197	13766	P		ADDR13757					
28843	4198	13767	P		ADDR13758					
28843	4199	13768	P		ADDR13759					
28843	4200	1391	D		ADDR1376					
28843	4201	13769	P		ADDR13760					
28843	4202	13770	P		ADDR13761					
28843	4203	13771	P		ADDR13762					
28843	4204	13772	P		ADDR13763					
28843	4205	13773	P		ADDR13764					
28843	4206	13774	P		ADDR13765					
28843	4207	13775	P		ADDR13766					
28843	4208	13776	P		ADDR13767					
28843	4209	13777	P		ADDR13768					
28843	4210	13778	P		ADDR13769					
28843	4211	1392	D		ADDR1377					
28843	4212	13779	P		ADDR13770					
28843	4213	13780	P		ADDR13771					
28843	4214	13781	P		ADDR13772					
28843	4215	13782	P		ADDR13773					
28843	4216	13783	P		ADDR13774					
28843	4217	13784	P		ADDR13775					
28843	4218	13785	P		ADDR13776					
28843	4219	13786	P		ADDR13777					
28843	4220	13787	P		ADDR13778					
28843	4221	13788	P		ADDR13779					
28843	4222	1393	D		ADDR1378					
28843	4223	13789	P		ADDR13780					
28843	4224	13790	P		ADDR13781					
28843	4225	13791	P		ADDR13782					
28843	4226	13792	P		ADDR13783					
28843	4227	13793	P		ADDR13784					
28843	4228	13794	P		ADDR13785					
28843	4229	13795	P		ADDR13786					
28843	4230	13796	P		ADDR13787					
28843	4231	13797	P		ADDR13788					
28843	4232	13798	P		ADDR13789					
28843	4233	1394	D		ADDR1379					
28843	4234	13799	P		ADDR13790					
28843	4235	13800	P		ADDR13791					
28843	4236	13801	P		ADDR13792					
28843	4237	13802	P		ADDR13793					
28843	4238	13803	P		ADDR13794					
28843	4239	13804	P		ADDR13795					
28843	4240	13805	P		ADDR13796					
28843	4241	13806	P		ADDR13797					
28843	4242	13807	P		ADDR13798					
28843	4243	13808	P		ADDR13799					
28843	4244	153	D		ADDR138					
28843	4245	1395	D		ADDR1380					
28843	4246	13809	P		ADDR13800					
28843	4247	13810	P		ADDR13801					
28843	4248	13811	P		ADDR13802					
28843	4249	13812	P		ADDR13803					
28843	4250	13813	P		ADDR13804					
28843	4251	13814	P		ADDR13805					
28843	4252	13815	P		ADDR13806					
28843	4253	13816	P		ADDR13807					
28843	4254	13817	P		ADDR13808					
28843	4255	13818	P		ADDR13809					
28843	4256	1396	D		ADDR1381					
28843	4257	13819	P		ADDR13810					
28843	4258	13820	P		ADDR13811					
28843	4259	13821	P		ADDR13812					
28843	4260	13822	P		ADDR13813					
28843	4261	13823	P		ADDR13814					
28843	4262	13824	P		ADDR13815					
28843	4263	13825	P		ADDR13816					
28843	4264	13826	P		ADDR13817					
28843	4265	13827	P		ADDR13818					
28843	4266	13828	P		ADDR13819					
28843	4267	1397	D		ADDR1382					
